"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11500-00039,볏골,어린이공원,,서울특별시 강서구 화곡동 98-99,37.5418145329,126.844354,4219,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00040,노을,어린이공원,,서울특별시 강서구 화곡동 105-194,37.539908,126.843928,1031,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00041,까치산,어린이공원,,서울특별시 강서구 화곡동 102-206,37.538365,126.844436,1805,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00042,비둘기,어린이공원,,서울특별시 강서구 화곡동 61-96,37.541392,126.846938,1086,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00043,큰별,어린이공원,,서울특별시 강서구 화곡동 46-41,37.544538,126.848941,1067,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00044,꿈돌이,어린이공원,,서울특별시 강서구 화곡동 24-128,37.5460973986,126.845352,1507,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00045,소나무,어린이공원,,서울특별시 강서구 화곡동 29-31,37.547140,126.847807,942,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00046,산새,어린이공원,,서울특별시 강서구 화곡동 772,37.546321,126.850461,539,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00047,박장,어린이공원,,서울특별시 강서구 화곡동 56-25,37.540768,126.849087,929,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00048,참새,어린이공원,,서울특별시 강서구 화곡동 56-638,37.539725,126.847003,256,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00049,한글,어린이공원,,서울특별시 강서구 화곡동 56-3,37.538536,126.850450,965,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00050,효심,어린이공원,,서울특별시 강서구 화곡동 922-10,37.5296426625,126.8407476034,1056.5,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00051,버들,어린이공원,,서울특별시 강서구 화곡동 424-45,37.531101,126.841222,1087.2,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00052,필마,어린이공원,,서울특별시 강서구 화곡동 355-12,37.531491,126.838777,1615.5,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00053,다운,어린이공원,,서울특별시 강서구 화곡동 346-26,37.532101,126.844653,1290.6,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00054,호돌이,어린이공원,,서울특별시 강서구 화곡동 906-26,37.528230,126.846009,811.6,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00055,곰돌이,어린이공원,,서울특별시 강서구 화곡동 900-46,37.529554,126.844986,1006.9,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00056,골말,어린이공원,,서울특별시 강서구 화곡동 865-1,37.5333131599,126.8560498769,977.9,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00057,뜸부기,어린이공원,,서울특별시 강서구 화곡동 845-19,37.530115,126.856902,998.4,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00058,하마터,어린이공원,,서울특별시 강서구 화곡동 883-3,37.530115,126.853739,1026.8,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00059,바탕골,어린이공원,,서울특별시 강서구 화곡동 1016-34,37.5444684472,126.834711,976.6,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00060,미리내,어린이공원,,서울특별시 강서구 화곡동 1008-32,37.547649,126.834751,967.5,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00061,수명산,어린이공원,,서울특별시 강서구 화곡동 1044-31,37.5409576348,126.834336,984.9,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00062,대원,어린이공원,,서울특별시 강서구 화곡동 1022,37.544871,126.835910,276.9,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00063,천사,어린이공원,,서울특별시 강서구 화곡동 1139-1,37.546917,126.833001,2395.2,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00064,두레,어린이공원,,서울특별시 강서구 화곡동 792-9,37.5311043637,126.859414,986.1,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00065,달빛,어린이공원,,서울특별시 강서구 화곡동783-1,37.531163,126.862932,976.2,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00066,무지개,어린이공원,,서울특별시 강서구 화곡동806-10,37.533937,126.861300,976.2,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00067,능골,어린이공원,,서울특별시 강서구 화곡동468-1,37.536695,126.855316,997.2,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00068,종달새,어린이공원,,서울특별시 강서구 화곡동819-5,37.535302,126.858020,991.4,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00069,화곡2주구1,어린이공원,,서울특별시 강서구 화곡동1159-2,37.550169,126.838658,2438.3,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00070,화곡2주구2,어린이공원,,서울특별시 강서구 화곡동1159-3,37.548687,126.838686,2438.2,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00071,범바위,어린이공원,,서울특별시 강서구 화곡동1061-36,37.5432342100,126.841377,973.6,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00072,개나리,어린이공원,,서울특별시 강서구 화곡동75-3,37.548372,126.844024,285,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00073,화곡3주구1,어린이공원,,서울특별시 강서구 화곡동1165-2,37.531816,126.846863,4504.2,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00074,화곡3주구2,어린이공원,,서울특별시 강서구 화곡동1165-6,37.541419,126.839983,3466.8,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00075,역말,어린이공원,,서울특별시 강서구 화곡동978-18,37.549726,126.848944,982.1,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00076,새말,어린이공원,,서울특별시 강서구 화곡동994-5,37.5520346859,126.846474,969.6,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00077,연지,어린이공원,,서울특별시 강서구 화곡동1109,37.5547069857,126.8535370561,629.1,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00078,백연,어린이공원,,서울특별시 강서구 화곡동980-2,37.550667,126.851903,1107.4,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00079,솔뫼,어린이공원,,서울특별시 강서구 화곡동379-32,37.5380261475,126.838591,1981.5,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00080,월정,어린이공원,,서울특별시 강서구 화곡동372-26,37.535153,126.835992,1181.5,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00081,초롱,어린이공원,,서울특별시 강서구 화곡동1088-16,37.538048,126.836229,946,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00082,은행,어린이공원,,서울특별시 강서구 화곡동369-11,37.535784,126.840510,1123.6,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00083,까치산,어린이공원,,서울특별시 강서구 화곡동354-14,37.533399,126.841895,1163.6,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00084,배다리,어린이공원,,서울특별시 강서구 화곡동341-24,37.532080,126.848297,1630.1,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00085,안골,어린이공원,,서울특별시 강서구 화곡동155-1,37.535964,126.850746,2381.8,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00086,대무,어린이공원,,서울특별시 강서구 화곡동409-84,37.5380020797,126.847506,946,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00087,모태,어린이공원,,서울특별시 강서구 화곡동892-17,37.529462,126.849512,1003.4,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00088,더부리,어린이공원,,서울특별시 강서구 화곡동339-19,37.534837,126.846751,1263.7,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00089,나들이,어린이공원,,서울특별시 강서구 가양동 1459-1,37.5718536104,126.844243,1500,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00090,아름,어린이공원,,서울특별시 강서구 가양동 1465,37.5685944536,126.8488644210,1956,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00091,꽃동네,어린이공원,,서울특별시 강서구 가양동 1461-1,37.5700950819,126.8471317629,1510,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00092,가양,어린이공원,,서울특별시 강서구 가양동 1462-2,37.569758,126.844789,1500,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00093,엄지,어린이공원,,서울특별시 강서구 가양동 1474-1,37.565769,126.854720,1511.6,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00094,무지개,어린이공원,,서울특별시 강서구 가양동 1478-1,37.565086,126.851657,1500,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00095,풀피리,어린이공원,,서울특별시 강서구 가양동 1481-1,37.563578,126.854686,1562,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00096,곰돌이,어린이공원,,서울특별시 강서구 가양동 1482-1,37.562405,126.857527,1612.3,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00097,비둘기,어린이공원,,서울특별시 강서구 가양동 1489-1,37.5595043745,126.8629441926,1622.8,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00098,진달래,어린이공원,,서울특별시 강서구 가양동 1486-1,37.562509,126.860808,1500,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00099,발음,어린이공원,,서울특별시 강서구 내발산동 697,37.5520418933,126.8332037008,913.6,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00100,광명,어린이공원,,서울특별시 강서구 내발산동 221-1,37.546857,126.822944,1739,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00101,수정,어린이공원,,서울특별시 강서구 내발산동 741-2,37.554331,126.827431,4000.3,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00102,은행나무,어린이공원,,서울특별시 강서구 내발산동 753-1,37.551205,126.823201,1764.4,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00103,신광명,어린이공원,,서울특별시 강서구 내발산동 761,37.555429,126.823007,8596.6,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00104,원당,어린이공원,,서울특별시 강서구 내발산동 650,37.5574132499,126.842084,992,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00105,가곡,어린이공원,,서울특별시 강서구 내발산동 657-2,37.555964,126.837765,2747.9,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00106,꿈빛,어린이공원,,서울특별시 강서구 내발산동 657-3,37.556117,126.840003,1500,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00107,활주로,어린이공원,,서울특별시 강서구 공항동1341,37.554197,126.815978,2116.4,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00108,다솔,어린이공원,,서울특별시 강서구 공항동1361,37.554534,126.818395,2492.7,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00109,장미,어린이공원,,서울특별시 강서구 공항동668,37.556809,126.813805,1661.5,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00110,송정,어린이공원,,서울특별시 강서구 공항동42-11,37.560635,126.811276,397,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00111,쌈지,어린이공원,,서울특별시 강서구 방화동 266-24,37.571198,126.815040,3973,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00112,개나리,어린이공원,,서울특별시 강서구 방화동 569-14,37.573113,126.812217,252,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00113,긴등,어린이공원,,서울특별시 강서구 방화동 247-201,37.567986,126.816214,253,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00114,문성,어린이공원,,서울특별시 강서구 방화동 608-112,37.564839,126.815435,254,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00115,새싹,어린이공원,,서울특별시 강서구 방화동 448-5,37.574806,126.812748,334,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00116,도레미,어린이공원,,서울특별시 강서구 방화동 184-66,37.571792,126.819136,6649,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00117,들꽃,어린이공원,,서울특별시 강서구 방화동 890-1,37.570583,126.821180,705,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00118,봉선화,어린이공원,,서울특별시 강서구 방화동 645-13,37.566522,126.806987,552,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00119,민들레,어린이공원,,서울특별시 강서구 방화동 648-13,37.567221,126.806730,589,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00120,내촌,어린이공원,,서울특별시 강서구 방화동 551-26,37.570073,126.808687,1149,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00121,신대부석,어린이공원,,서울특별시 강서구 방화동 411,37.583724,126.816494,1132,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00122,목련,어린이공원,,서울특별시 강서구 방화동 616-1,37.564958,126.807825,251,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00123,샛별,어린이공원,,서울특별시 강서구 방화동 558,37.572699,126.809466,294,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00124,새싹,어린이공원,,서울특별시 강서구 방화동 583,37.5694850917,126.8093441700,4939,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00125,은하수,어린이공원,,서울특별시 강서구 방화동 853,37.570621,126.806422,3825.8,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00126,능말,어린이공원,,서울특별시 강서구 방화동 815,37.577955,126.810583,1520.7,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00127,메아리,어린이공원,,서울특별시 강서구 방화동 826,37.578615,126.814415,1511.6,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00128,느티,어린이공원,,서울특별시 강서구 방화동 799,37.579358,126.810313,1512.9,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00129,돌샘,어린이공원,,서울특별시 강서구 방화동 837,37.576054,126.818793,1500.3,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00130,꿈나무,어린이공원,,서울특별시 강서구 방화동 840,37.575238,126.818941,1500.2,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00131,개화,어린이공원,,서울특별시 강서구 방화동 818,37.580248,126.812534,1512.2,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00132,긴등마을,어린이공원,,서울특별시 강서구 공항동 4-36,37.563075,126.818681,1645.3,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00133,꿈자람,어린이공원,,서울특별시 강서구 공항동 484,37.564793,126.819154,2014,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00134,다솜,어린이공원,,서울특별시 강서구 공항동 4,37.563003,126.818160,511,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00135,풀잎,어린이공원,,서울특별시 강서구 공항동 705,37.556989,126.817017,1945,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00136,푸르미,어린이공원,,서울특별시 강서구 마곡동 316-1,37.570311,126.825543,1494,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00137,예솔,어린이공원,,서울특별시 강서구 마곡동 397-1,37.563515,126.822740,864,,,,,,,서울특별시 강서구청,02-2600-4183,2020-03-19
11500-00138,솔,어린이공원,,서울특별시 강서구 외발산동 69-1,37.555856,126.825767,2000,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
11500-00139,햇빛,어린이공원,,서울특별시 강서구 내발산동 384-2,37.555822,126.826886,2066,,,,,,,서울특별시 강서구청,02-2600-4181,2020-03-19
